Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Algeria,DZA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.387786178
American Samoa,ASM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
American Samoa,ASM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
American Samoa,ASM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.07476153
American Samoa,ASM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
American Samoa,ASM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
American Samoa,ASM,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
American Samoa,ASM,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
American Samoa,ASM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
American Samoa,ASM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
American Samoa,ASM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
American Samoa,ASM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.1466486
American Samoa,ASM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.59037777
American Samoa,ASM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.262973629
Andorra,AND,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Andorra,AND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Andorra,AND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.72039263
Andorra,AND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Andorra,AND,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Andorra,AND,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Andorra,AND,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Andorra,AND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,41992.79336
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.732715652
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Andorra,AND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
Andorra,AND,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Andorra,AND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Andorra,AND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,12.79502405
Andorra,AND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,72.2370465
Andorra,AND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.96792944
Angola,AGO,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Angola,AGO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Angola,AGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.963379458
Angola,AGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Angola,AGO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Angola,AGO,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Angola,AGO,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.025
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2998.501158
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.09675473
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6973.696299
Angola,AGO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6450
Angola,AGO,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Angola,AGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Angola,AGO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.01513066
Angola,AGO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.38481359
Angola,AGO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.600055742
Antigua and Barbuda,ATG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Antigua and Barbuda,ATG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.99036377
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Antigua and Barbuda,ATG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,18745.17351
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.829470706
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25336.6426
Antigua and Barbuda,ATG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,24500
Antigua and Barbuda,ATG,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Antigua and Barbuda,ATG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Antigua and Barbuda,ATG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.54729478
Antigua and Barbuda,ATG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.83444429
Antigua and Barbuda,ATG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.61826093
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Argentina,ARG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.32789896
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.313
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,13686.00867
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.273163738
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26504.59056
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,26030
Argentina,ARG,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Argentina,ARG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Argentina,ARG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.05333155
Argentina,ARG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.02834039
Argentina,ARG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.91832806
Armenia,ARM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Armenia,ARM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Armenia,ARM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.80940739
Armenia,ARM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Armenia,ARM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Armenia,ARM,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Armenia,ARM,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,54.828
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,7014.206592
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.02541852
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18941.52681
Armenia,ARM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18120
Armenia,ARM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Armenia,ARM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Armenia,ARM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.47776832
Armenia,ARM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.37394627
Armenia,ARM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.14828542
Aruba,ABW,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Aruba,ABW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Aruba,ABW,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.87217784
Aruba,ABW,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Aruba,ABW,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Aruba,ABW,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Aruba,ABW,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Aruba,ABW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Aruba,ABW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Aruba,ABW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
Aruba,ABW,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Aruba,ABW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Aruba,ABW,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.24078162
Aruba,ABW,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.61707924
Aruba,ABW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.14213913
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Australia,AUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.03610169
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Australia,AUS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Australia,AUS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Australia,AUS,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Australia,AUS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.96
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,64491.42989
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.457502628
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,62625.35764
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,60350
Australia,AUS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Australia,AUS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.1800467
Australia,AUS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.91786899
Australia,AUS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.90208431
Austria,AUT,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Austria,AUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Austria,AUT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,30.09505944
Austria,AUT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Austria,AUT,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Austria,AUT,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Austria,AUT,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Austria,AUT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.761
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,52131.44666
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.989868963
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,67935.84797
Austria,AUT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,68170
Austria,AUT,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Austria,AUT,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.3780936
Austria,AUT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.81487775
Austria,AUT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.80702865
Azerbaijan,AZE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Azerbaijan,AZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Azerbaijan,AZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.23979387
Azerbaijan,AZE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Azerbaijan,AZE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Azerbaijan,AZE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Azerbaijan,AZE,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Azerbaijan,AZE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.657
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,7736.701232
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.233364908
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17764.44559
Azerbaijan,AZE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16530
Azerbaijan,AZE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Azerbaijan,AZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Azerbaijan,AZE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.48025801
Azerbaijan,AZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.41208858
Azerbaijan,AZE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.107653411
"Bahamas, The",BHS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
"Bahamas, The",BHS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
"Bahamas, The",BHS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.34079722
"Bahamas, The",BHS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Bahamas, The",BHS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
"Bahamas, The",BHS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
"Bahamas, The",BHS,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
"Bahamas, The",BHS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.989
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,31458.30081
"Bahamas, The",BHS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.78928204
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40378.55175
"Bahamas, The",BHS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,38290
"Bahamas, The",BHS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Bahamas, The",BHS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Bahamas, The",BHS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
"Bahamas, The",BHS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.06269513
"Bahamas, The",BHS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,72.04610424
"Bahamas, The",BHS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.891200632
Bahrain,BHR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Bahrain,BHR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Bahrain,BHR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.937816255
